restaurant_name,rating,avg_cost,area,primary_cuisine,cluster_name
Amrutha Sweets,3.5,200.0,Koramangala 4Th Block,Street Food,Budget-Friendly
Am'S Cafe Recreate,3.3,250.0,"Byresandra,Tavarekere,Madiwala",Chinese,Budget-Friendly
Amul Ice Cream,2.8,100.0,Hsr,Desserts,Budget-Friendly
An Egg Story,4.0,600.0,Kalyan Nagar,Cafe,Luxury Premium
Anamika Roll Centre,3.2,300.0,Jayanagar,North Indian,Budget-Friendly
Anand Donne Biriyani,3.6,200.0,Banashankari,Biryani,Budget-Friendly
Anand Sagar Inn,3.2,450.0,Jayanagar,South Indian,Luxury Premium
Anand Sweets And Savouries,4.0,400.0,Kalyan Nagar,Mithai,Mid-Range
Anand Vihar,2.5,400.0,Frazer Town,North Indian,Mid-Range
Anda Ka Funda,3.1,300.0,Jp Nagar,North Indian,Budget-Friendly
Anda Special-Pav Bhaji,3.4,200.0,New Bel Road,Fast Food,Budget-Friendly
Andal Mess,3.1,300.0,Koramangala 4Th Block,Biryani,Budget-Friendly
Ande Ka Funda,2.8,250.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
Andhra Amigos,3.6,350.0,Electronic City,Andhra,Mid-Range
Andhra Bhojanam,3.6,600.0,Bannerghatta Road,North Indian,Luxury Premium
Andhra Biriyani Palace,2.8,250.0,Kalyan Nagar,Biryani,Budget-Friendly
Andhra Biryani & Curries,3.1,400.0,Electronic City,North Indian,Mid-Range
Andhra Biryanis,4.0,700.0,Brookefield,Andhra,Luxury Premium
Andhra Box,3.2,400.0,Brookefield,Andhra,Mid-Range
Andhra Central,3.1,400.0,Brookefield,Andhra,Mid-Range
Andhra Chettinad Cuisine,3.6,250.0,Electronic City,Andhra,Budget-Friendly
Andhra Express,3.7,300.0,Marathahalli,Andhra,Budget-Friendly
Andhra Food Cafe (Afc),3.3,250.0,Electronic City,Andhra,Budget-Friendly
Andhra Ghumaghumalu,2.8,300.0,Brookefield,Andhra,Budget-Friendly
Andhra Grills,3.0,800.0,Bannerghatta Road,Andhra,Luxury Premium
Andhra Kafe,3.8,550.0,Brookefield,Andhra,Luxury Premium
Andhra Kitchen,3.9,400.0,Electronic City,Andhra,Mid-Range
Andhra Mess,2.8,400.0,Brookefield,Andhra,Mid-Range
Andhra Paris,3.2,250.0,Bellandur,Andhra,Budget-Friendly
Andhra Ruchi'S Restaurant,3.1,500.0,Whitefield,Andhra,Luxury Premium
Andhra Ruchulu,4.2,800.0,Bannerghatta Road,Andhra,Luxury Premium
Andhra Spice,2.8,600.0,Bellandur,North Indian,Luxury Premium
Andhra Spice Mess,3.4,250.0,New Bel Road,Andhra,Budget-Friendly
Andhra Spices,3.2,400.0,Whitefield,Andhra,Mid-Range
Andhra Spicy,3.5,400.0,Bellandur,Andhra,Mid-Range
Andhra Spicy Food Court,3.2,400.0,Electronic City,Andhra,Mid-Range
Andhra Spicy Inn,2.8,450.0,Kalyan Nagar,North Indian,Luxury Premium
Andhra Star Biryani,3.2,200.0,Marathahalli,Biryani,Budget-Friendly
Andhra Vantakam,3.9,800.0,Malleshwaram,Andhra,Luxury Premium
Andhra Vantillu,3.3,350.0,Hsr,South Indian,Mid-Range
Andhra Vilaas,3.7,350.0,Bellandur,Andhra,Mid-Range
Andhra Vindu Multi Cuisine Restaurant,3.3,600.0,Brookefield,Andhra,Luxury Premium
Andy'S Cafƒƒ‚Ƒƒ‚‚Ƒƒƒ‚‚Ƒ‚‚Ƒƒƒ‚Ƒƒ‚‚‚Ƒƒ‚‚Ƒ‚‚É,3.1,300.0,New Bel Road,Cafe,Budget-Friendly
Angaar Biriyani,3.7,400.0,Whitefield,Biryani,Mid-Range
Angaar Indian Grill & Restaurant,3.9,600.0,Kalyan Nagar,Arabian,Luxury Premium
Angel Mess,3.5,200.0,Marathahalli,South Indian,Budget-Friendly
Angel Mutton Leg Soup,3.5,200.0,Indiranagar,South Indian,Budget-Friendly
Angel Restaurant,2.8,450.0,Bannerghatta Road,Kerala,Luxury Premium
Angel'S Kitchen,3.5,300.0,Whitefield,Kerala,Budget-Friendly
Angiie'S Cafe,3.7,450.0,Bellandur,Burger,Luxury Premium
Anika'S India Kitchen,3.3,250.0,"Byresandra,Tavarekere,Madiwala",Biryani,Budget-Friendly
Aniram'S,4.1,500.0,Bannerghatta Road,Chinese,Luxury Premium
Anjappaar,3.9,650.0,Marathahalli,Chettinad,Luxury Premium
Anjappar,2.7,650.0,Jayanagar,Chettinad,Luxury Premium
Anju'S Cafe,3.4,600.0,Bannerghatta Road,Cafe,Luxury Premium
Anna Kuteera,3.8,400.0,Residency Road,South Indian,Mid-Range
Annabell,4.0,700.0,Indiranagar,Continental,Luxury Premium
Annalakshmi,3.5,700.0,Bellandur,Andhra,Luxury Premium
Annapoorani,3.9,400.0,Indiranagar,South Indian,Mid-Range
Annapoorni Grand,3.9,450.0,Lavelle Road,Chinese,Luxury Premium
Annappa'S Naati Mane,3.5,400.0,Rajajinagar,South Indian,Mid-Range
Annapurna Andhra Hotel,3.3,400.0,Electronic City,Mughlai,Mid-Range
Annapurna Bengali Restaurant,3.9,500.0,Brookefield,Bengali,Luxury Premium
Annapurna Benne Dose,2.8,200.0,Jp Nagar,South Indian,Budget-Friendly
Annapurna Foods,3.5,400.0,Bellandur,North Indian,Mid-Range
Antarastriya,3.9,200.0,Malleshwaram,Chinese,Budget-Friendly
Antigravity,4.4,1500.0,Marathahalli,Continental,Luxury Premium
Antilla Aromas,3.7,300.0,Bannerghatta Road,Desserts,Budget-Friendly
Anu Momos Chinese Kitchen,3.7,450.0,Kalyan Nagar,Chinese,Luxury Premium
Anupam'S Coast Ii Coast,4.1,700.0,"Byresandra,Tavarekere,Madiwala",Seafood,Luxury Premium
Anupam'S Coastal Express,4.1,600.0,Basavanagudi,Seafood,Luxury Premium
Anushka Restaurant,2.8,550.0,Brookefield,North Indian,Luxury Premium
Apna Hotel,3.5,300.0,Brookefield,North Indian,Budget-Friendly
Apna Punjab,3.6,450.0,Bannerghatta Road,North Indian,Luxury Premium
Apna Veg Dhaba,3.1,400.0,Bellandur,North Indian,Mid-Range
Apoorva Multi Cuisine Restaurant,3.9,750.0,Brookefield,North Indian,Luxury Premium
Appam & Curry,3.8,200.0,"Byresandra,Tavarekere,Madiwala",Kerala,Budget-Friendly
Appam Centre,3.2,200.0,Bannerghatta Road,Kerala,Budget-Friendly
Appana Restaurant,2.8,300.0,Bannerghatta Road,North Indian,Budget-Friendly
Appetite Workstation,3.6,500.0,Bellandur,North Indian,Luxury Premium
Apple Cafe,3.3,300.0,Marathahalli,Beverages,Budget-Friendly
Apsara Ice Cream,3.2,200.0,Brookefield,Ice Cream,Budget-Friendly
Aqni,3.6,650.0,Malleshwaram,North Indian,Luxury Premium
Aqua - The Park Bangalore,4.0,3000.0,Church Street,North Indian,Luxury Premium
Arabian Bites,3.4,300.0,Basavanagudi,North Indian,Budget-Friendly
Arabian Mataam,3.7,500.0,Frazer Town,Biryani,Luxury Premium
Arabian Mexico,3.3,400.0,Jp Nagar,Fast Food,Mid-Range
Arabian Shawarma,3.7,150.0,Frazer Town,Arabian,Budget-Friendly
Arafa Juice Center,3.5,250.0,"Byresandra,Tavarekere,Madiwala",Juices,Budget-Friendly
Aramane Brundavan,3.3,450.0,Malleshwaram,Chinese,Luxury Premium
Aramane Donne Biriyani,3.9,300.0,Bannerghatta Road,Biryani,Budget-Friendly
Aramane Donne Biryani,2.8,300.0,Jp Nagar,Biryani,Budget-Friendly
Aramane Donne Briyani,3.9,300.0,Jayanagar,Biryani,Budget-Friendly
Aramane Restaurant,2.9,800.0,Bannerghatta Road,North Indian,Luxury Premium
Arbor Brewing Company,4.5,2000.0,Brigade Road,American,Luxury Premium
Archana'S First Crush,3.7,400.0,Bellandur,Bakery,Mid-Range
Arena - Artisanal Brewkitchen,4.1,2000.0,Indiranagar,Sushi,Luxury Premium
Arina'S,3.3,250.0,Church Street,Fast Food,Budget-Friendly
Arirang Korean Restaurant,4.0,1400.0,Kalyan Nagar,Korean,Luxury Premium
Armaani Caffe,3.5,250.0,Bannerghatta Road,Fast Food,Budget-Friendly
Arogya,3.4,100.0,Hsr,South Indian,Budget-Friendly
Arogya Thaana,3.8,200.0,Whitefield,Beverages,Budget-Friendly
Aroma Fine Dine,4.0,900.0,Koramangala 4Th Block,North Indian,Luxury Premium
Aroma Of Asia,3.9,400.0,Mg Road,Chinese,Mid-Range
Aroma Spice,3.7,800.0,Kalyan Nagar,Andhra,Luxury Premium
Aroma'S Hyderabad House,4.2,800.0,Kalyan Nagar,Mughlai,Luxury Premium
Aromas Of South,3.7,1000.0,Rajajinagar,South Indian,Luxury Premium
Around The Corner,3.6,350.0,"Byresandra,Tavarekere,Madiwala",North Indian,Mid-Range
Art Cafe,3.5,1000.0,Malleshwaram,Cafe,Luxury Premium
Art Of Biryani & Curries,3.4,250.0,Kalyan Nagar,Biryani,Budget-Friendly
Art Of Delight,4.3,400.0,"Byresandra,Tavarekere,Madiwala",Ice Cream,Mid-Range
Art Of Flavours,2.8,200.0,Marathahalli,Fast Food,Budget-Friendly
Artinci Artisanal Ice Cream,2.8,300.0,Bannerghatta Road,Desserts,Budget-Friendly
Artville Cafe,3.8,700.0,Kalyan Nagar,Cafe,Luxury Premium
Arun Ice Cream,3.4,150.0,Banashankari,Ice Cream,Budget-Friendly
Arun Icecreams,3.1,150.0,Kalyan Nagar,Ice Cream,Budget-Friendly
Arusuvai D' Kitchen,3.7,350.0,Whitefield,South Indian,Mid-Range
Arya Bhavan Sweets,3.2,300.0,Brigade Road,Mithai,Budget-Friendly
Arya Hungry?,4.3,450.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Arya Vysya Refreshment,3.5,100.0,Basavanagudi,South Indian,Budget-Friendly
Aryan'S Kitchen,3.1,500.0,Whitefield,North Indian,Luxury Premium
Arzak,2.8,300.0,Electronic City,Arabian,Budget-Friendly
As On Fire,3.4,400.0,Jayanagar,Pizza,Mid-Range
Asaivam Restaurant,4.0,750.0,Frazer Town,Chettinad,Luxury Premium
Ascharya Hotel,3.3,300.0,Basavanagudi,Mangalorean,Budget-Friendly
Asean - On The Edge,4.4,1800.0,Brigade Road,Asian,Luxury Premium
Asgardian Moreover Chai,2.8,300.0,"Byresandra,Tavarekere,Madiwala",Fast Food,Budget-Friendly
Asha Food Camp,4.0,700.0,Rajajinagar,Desserts,Luxury Premium
Asha Sweets Center,4.1,200.0,Indiranagar,Mithai,Budget-Friendly
Asha Sweets Centre,3.6,250.0,Banashankari,Fast Food,Budget-Friendly
Asha Tiffins,4.3,150.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
Asharfilal,3.5,150.0,Bannerghatta Road,Desserts,Budget-Friendly
Ashirvaad Grand,4.0,400.0,"Byresandra,Tavarekere,Madiwala",Chinese,Mid-Range
Ashirvad Resturant,3.2,300.0,Marathahalli,North Indian,Budget-Friendly
Ashirvad Veg,3.4,300.0,Brookefield,South Indian,Budget-Friendly
Asia Alive - Doubletree Suites By Hilton,4.1,2000.0,Bellandur,Continental,Luxury Premium
Asia In A Box,2.9,550.0,Kammanahalli,Thai,Luxury Premium
Asia Kitchen By Mainland China,4.9,1500.0,"Byresandra,Tavarekere,Madiwala",Asian,Luxury Premium
Asia Seven,3.3,300.0,Whitefield,Chinese,Budget-Friendly
Assi Tussi Lassi,3.6,200.0,Indiranagar,Beverages,Budget-Friendly
At North Parontha Hut,2.8,200.0,Brookefield,North Indian,Budget-Friendly
Athithi,2.8,650.0,Bannerghatta Road,Andhra,Luxury Premium
Athithi Grand Restaurant,3.0,700.0,Jp Nagar,Andhra,Luxury Premium
Atithi,3.7,750.0,Malleshwaram,North Indian,Luxury Premium
Atithi Aharadhama,3.2,200.0,Sarjapur Road,South Indian,Budget-Friendly
Atithi Aramane Veg,3.9,300.0,Bellandur,South Indian,Budget-Friendly
Atithi Biryani Corner,3.3,200.0,Bannerghatta Road,Biryani,Budget-Friendly
Atithi Family Bar & Restaurant,3.6,500.0,Bellandur,North Indian,Luxury Premium
Atithi Grand Veg Hotel,2.8,300.0,Bellandur,South Indian,Budget-Friendly
Atithi Point Ande Ka Funda,3.1,150.0,Banashankari,North Indian,Budget-Friendly
Atithi Sambrama,3.9,200.0,Bellandur,South Indian,Budget-Friendly
Atithi Satkaar,3.2,150.0,Lavelle Road,South Indian,Budget-Friendly
Atithi Satkar,3.7,400.0,New Bel Road,South Indian,Mid-Range
Atomic Lab,3.5,1800.0,Brigade Road,Asian,Luxury Premium
Atta Galata,4.1,200.0,"Byresandra,Tavarekere,Madiwala",Bakery,Budget-Friendly
Atte Maneya Oota,2.8,400.0,Lavelle Road,South Indian,Mid-Range
Attic Lounge,4.0,700.0,"Byresandra,Tavarekere,Madiwala",Cafe,Luxury Premium
Atty'S Bakery,4.0,250.0,Brigade Road,Bakery,Budget-Friendly
Aubree,3.2,400.0,Residency Road,Cafe,Mid-Range
Aubree Le Chocolatier,2.8,300.0,"Byresandra,Tavarekere,Madiwala",Desserts,Budget-Friendly
Auntie Anne'S,4.0,500.0,Whitefield,Desserts,Luxury Premium
Auntie Fung'S,4.2,600.0,Malleshwaram,Asian,Luxury Premium
Aura - Radha Regent,3.6,1200.0,Electronic City,Continental,Luxury Premium
Authentic Aandhra,2.8,300.0,Bannerghatta Road,Andhra,Budget-Friendly
Autoexpress - Hot Dogs,3.3,300.0,"Byresandra,Tavarekere,Madiwala",Fast Food,Budget-Friendly
Avanti Indian Barbeque & Grill,3.4,1100.0,Indiranagar,North Indian,Luxury Premium
Avista Cafe Pizzeria,4.5,650.0,Kalyan Nagar,Cafe,Luxury Premium
Avon Bar & Kitchen,3.7,700.0,"Byresandra,Tavarekere,Madiwala",Andhra,Luxury Premium
Awesome Biryani,2.8,500.0,Kalyan Nagar,Biryani,Luxury Premium
Awesome Foods,3.7,300.0,"Byresandra,Tavarekere,Madiwala",Chinese,Budget-Friendly
Axomi - Taste Of Assam,4.0,500.0,"Byresandra,Tavarekere,Madiwala",Assamese,Luxury Premium
Ayda Persian Kitchen,3.7,950.0,Banashankari,North Indian,Luxury Premium
Ayodhya Food Line,3.4,250.0,Rajajinagar,South Indian,Budget-Friendly
Ayodhya Sagara,3.8,200.0,Rajajinagar,Chinese,Budget-Friendly
Ayodhya Upachar,4.3,200.0,Banashankari,South Indian,Budget-Friendly
Ayush Reddy Tiffins & Fast Food Center,3.5,300.0,Koramangala 6Th Block,South Indian,Budget-Friendly
Azimmo Treat,3.8,700.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Azura Restaurant,2.8,500.0,Bellandur,North Indian,Luxury Premium
B & B The Pub,3.6,1000.0,Basavanagudi,Asian,Luxury Premium
B Bhagat Tarachand,4.2,700.0,Lavelle Road,North Indian,Luxury Premium
B Cafƒƒ‚Ƒƒ‚‚Ƒƒƒ‚‚Ƒ‚‚Ƒƒƒ‚Ƒƒ‚‚‚Ƒƒ‚‚Ƒ‚‚É - Shangri-La Hotel,4.3,3400.0,Lavelle Road,North Indian,Luxury Premium
B.M.W - Bhookh Mitaane Wala,3.6,500.0,Koramangala 6Th Block,North Indian,Luxury Premium
B.M.W Bhookh Mitaane Wala,3.5,500.0,Bannerghatta Road,North Indian,Luxury Premium
B1,3.9,1100.0,New Bel Road,Continental,Luxury Premium
B2D Indori Dhaba,3.3,100.0,Koramangala 5Th Block,North Indian,Budget-Friendly
B52 - Sports Bar,3.5,1200.0,Malleshwaram,Continental,Luxury Premium
Baahubelly,3.7,500.0,Lavelle Road,South Indian,Luxury Premium
Baar Union,4.6,850.0,Hsr,Continental,Luxury Premium
Baba Bhature,3.7,200.0,Marathahalli,North Indian,Budget-Friendly
Baba Chatkora,2.8,1000.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Baba Da Dhaba,3.6,650.0,Bellandur,North Indian,Luxury Premium
Baba Fattoosh,3.6,300.0,Brookefield,North Indian,Budget-Friendly
Baba Ka Dhaba,3.7,400.0,Bannerghatta Road,North Indian,Mid-Range
Babayaga'S,4.0,1500.0,Mg Road,American,Luxury Premium
Babu Moshai,3.0,500.0,Bannerghatta Road,Fast Food,Luxury Premium
Bachelor'S Special Biriyani,3.3,250.0,Electronic City,Biryani,Budget-Friendly
Bada Bing Burgers,3.5,300.0,Frazer Town,Burger,Budget-Friendly
Bademiyan Kebabs,3.8,600.0,Malleshwaram,Kebab,Luxury Premium
Bageecha,2.1,650.0,Marathahalli,North Indian,Luxury Premium
Bahar Cafe,4.0,750.0,Bellandur,Andhra,Luxury Premium
Baisakhi,3.8,500.0,Banashankari,North Indian,Luxury Premium
Baithak,4.2,1100.0,Hsr,Continental,Luxury Premium
Bajji House,3.5,100.0,"Byresandra,Tavarekere,Madiwala",Street Food,Budget-Friendly
Bake A Smile,3.4,400.0,Indiranagar,Bakery,Mid-Range
Bake Addiction,4.0,500.0,Bannerghatta Road,Bakery,Luxury Premium
Bake And Fry,3.1,400.0,Frazer Town,Fast Food,Mid-Range
Bake And Juice,3.5,400.0,Jayanagar,Fast Food,Mid-Range
Bake Delite,3.7,400.0,Jp Nagar,Bakery,Mid-Range
Bake Land,3.2,150.0,Koramangala 7Th Block,Bakery,Budget-Friendly
Bake N Joy,3.5,500.0,Kalyan Nagar,Bakery,Luxury Premium
Bake The Cake,3.2,250.0,"Byresandra,Tavarekere,Madiwala",Bakery,Budget-Friendly
Bake-Ooh,3.7,350.0,Bannerghatta Road,Bakery,Mid-Range
Baker Ree,3.7,200.0,Frazer Town,Bakery,Budget-Friendly
Bakers 77,2.8,400.0,Brigade Road,Bakery,Mid-Range
Baker'S Cafe,3.5,200.0,Bellandur,Bakery,Budget-Friendly
Bakers Day,3.9,200.0,Basavanagudi,Bakery,Budget-Friendly
Baker'S Glove,3.3,550.0,Basavanagudi,Desserts,Luxury Premium
Baker'S Home,3.9,300.0,Sarjapur Road,Bakery,Budget-Friendly
Bakers Paradise,3.0,100.0,Rajajinagar,Bakery,Budget-Friendly
Bakers Town,3.5,600.0,Jayanagar,Cafe,Luxury Premium
Bakers77,3.8,400.0,Rajajinagar,Bakery,Mid-Range
Bakewalk,3.3,200.0,Koramangala 7Th Block,Bakery,Budget-Friendly
Bakimo,3.5,850.0,"Byresandra,Tavarekere,Madiwala",Continental,Luxury Premium
Bakingo,3.4,500.0,Whitefield,Bakery,Luxury Premium
Balaji Abhiruchi Multicuisine Restaurant,3.4,550.0,Marathahalli,South Indian,Luxury Premium
Balaji Bombay Vada Pav Gujrati Dalebi,3.8,150.0,Bannerghatta Road,Street Food,Budget-Friendly
Balaji Hotel,2.8,300.0,Marathahalli,South Indian,Budget-Friendly
Ballava,3.3,400.0,Bannerghatta Road,North Indian,Mid-Range
Balle Balle Dhaba,3.6,500.0,Kalyan Nagar,North Indian,Luxury Premium
Balle-Licious Kitchen,3.9,400.0,Hsr,North Indian,Mid-Range
Baluchi - The Lalit Ashok Bangalore,4.0,3700.0,Malleshwaram,North Indian,Luxury Premium
Bamboo Heights,3.7,500.0,"Byresandra,Tavarekere,Madiwala",Chinese,Luxury Premium
Bamboo Shades,2.8,1000.0,Electronic City,Charcoal Chicken,Luxury Premium
Bamey'S Restro Cafe,4.2,600.0,"Byresandra,Tavarekere,Madiwala",Chinese,Luxury Premium
Banana Beach Bar,3.7,1300.0,"Byresandra,Tavarekere,Madiwala",Continental,Luxury Premium
Banana Leaf,3.5,500.0,Indiranagar,Andhra,Luxury Premium
Banaras Sweet House,3.7,100.0,Lavelle Road,Mithai,Budget-Friendly
Banarasi Chat Centre,3.2,150.0,Kalyan Nagar,Street Food,Budget-Friendly
Banarasi Tadka,2.7,200.0,Indiranagar,North Indian,Budget-Friendly
Banashankari Biriyani,2.8,300.0,Malleshwaram,Biryani,Budget-Friendly
Banashankari Donne Biriyani,3.3,300.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
Banashankari Nati Style,3.6,300.0,Bannerghatta Road,South Indian,Budget-Friendly
Banashankari Restaurant,3.6,400.0,New Bel Road,South Indian,Mid-Range
Banbay,4.0,1100.0,Church Street,Cafe,Luxury Premium
Banchharam,3.9,200.0,Indiranagar,Street Food,Budget-Friendly
Bang - The Ritz-Carlton,4.2,3000.0,Lavelle Road,Finger Food,Luxury Premium
Bangali Babu Restaurant,3.2,250.0,"Byresandra,Tavarekere,Madiwala",Mithai,Budget-Friendly
Bangaliana,3.0,600.0,Electronic City,Bengali,Luxury Premium
Bangalir Rannaghar,2.9,250.0,Bannerghatta Road,Bengali,Budget-Friendly
Bangalore Agarwal Bhavan,3.0,500.0,Brookefield,Mithai,Luxury Premium
Bangalore Box,4.1,1500.0,Bannerghatta Road,Asian,Luxury Premium
Bangalore Brew Works,4.2,1700.0,Brigade Road,Continental,Luxury Premium
Bangalore Bytes,3.5,300.0,Brigade Road,Fast Food,Budget-Friendly
Bangalore Cafe,3.7,400.0,"Byresandra,Tavarekere,Madiwala",South Indian,Mid-Range
Bangalore Cakes,2.9,250.0,Electronic City,Bakery,Budget-Friendly
Bangalore Donne Biriyani,3.2,300.0,Banashankari,South Indian,Budget-Friendly
Bangalore Durbar Fast Food,3.6,600.0,Indiranagar,North Indian,Luxury Premium
Bangalore Express,2.8,300.0,Indiranagar,Bengali,Budget-Friendly
Bangalore Food Cafe,2.8,300.0,Brookefield,North Indian,Budget-Friendly
Bangalore Grill House,3.2,300.0,Old Airport Road,Arabian,Budget-Friendly
Bangalore Mandarin,4.2,1100.0,Brookefield,Chinese,Luxury Premium
Bangalore Masala House,4.1,500.0,Lavelle Road,Cafe,Luxury Premium
Bangalore Pantry,2.8,400.0,Bannerghatta Road,Chinese,Mid-Range
Bangalore Pub Exchange,4.1,1000.0,Indiranagar,Continental,Luxury Premium
Bangalore Shadi Biriyani,3.5,150.0,Brigade Road,Chinese,Budget-Friendly
Bangalore Star Biriyani,3.4,300.0,"Byresandra,Tavarekere,Madiwala",Biryani,Budget-Friendly
Bangalore Vibes,3.2,300.0,Kalyan Nagar,North Indian,Budget-Friendly
Bangarpet Chat Express,3.3,100.0,Banashankari,Street Food,Budget-Friendly
Bangarpet Chats,2.8,80.0,Kalyan Nagar,Street Food,Budget-Friendly
Bangarpet Chats Adda,2.8,200.0,Electronic City,Street Food,Budget-Friendly
Bangarpet Chats Corner,3.3,150.0,Malleshwaram,Street Food,Budget-Friendly
Banjara Melting Pot,4.2,1700.0,Brigade Road,North Indian,Luxury Premium
Bansuri Sweets,3.8,200.0,"Byresandra,Tavarekere,Madiwala",Street Food,Budget-Friendly
Bao & Grills,2.8,300.0,Bannerghatta Road,Chinese,Budget-Friendly
Bao And Rolls,3.6,250.0,Bannerghatta Road,Rolls,Budget-Friendly
Bar Bar,4.1,1500.0,Whitefield,Continental,Luxury Premium
Bar Uno - Jw Marriott Bengaluru,3.9,2500.0,Brigade Road,Spanish,Luxury Premium
Barbecoa,4.3,1000.0,Bellandur,North Indian,Luxury Premium
Barbecue By Punjab Grill,4.7,1300.0,Malleshwaram,Bbq,Luxury Premium
Barbecued - By The Orchard,4.3,1200.0,Malleshwaram,North Indian,Luxury Premium
Barbeque Delight,3.4,650.0,Electronic City,Arabian,Luxury Premium
Barbeque Nation,3.8,1600.0,Brookefield,North Indian,Luxury Premium
Barbeque Station,2.8,700.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Barcode,3.8,1300.0,"Byresandra,Tavarekere,Madiwala",South Indian,Luxury Premium
Barebones - The Balcony Bar,4.2,1500.0,Indiranagar,Chinese,Luxury Premium
Barista,3.2,300.0,Indiranagar,Cafe,Budget-Friendly
Barkaas,4.2,1000.0,Marathahalli,Arabian,Luxury Premium
Barkat,3.4,250.0,"Byresandra,Tavarekere,Madiwala",Kerala,Budget-Friendly
Barley & Grapes Cafe,4.2,1000.0,Whitefield,Cafe,Luxury Premium
Barleyz,3.7,2000.0,Koramangala 4Th Block,North Indian,Luxury Premium
Basava Bhavana (B2),2.8,200.0,Hsr,South Indian,Budget-Friendly
Basavanagudi Mylari,4.0,300.0,Banashankari,South Indian,Budget-Friendly
Basaveshwara Kanawali,3.5,250.0,Brookefield,South Indian,Budget-Friendly
Basaveshwara Khanavali,3.3,150.0,Bellandur,South Indian,Budget-Friendly
Basaveshwarnagar Dosa Corner,3.8,200.0,Malleshwaram,South Indian,Budget-Friendly
Basawa Hotel,3.4,250.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
Based On A True Story- Bistro,4.3,800.0,Kalyan Nagar,Cafe,Luxury Premium
Basil Joint,3.5,300.0,Malleshwaram,Fast Food,Budget-Friendly
Baskin Robbins,2.9,250.0,Malleshwaram,Ice Cream,Budget-Friendly
Basmati Bar & Restaurant,3.8,800.0,Marathahalli,Biryani,Luxury Premium
Basmati Delights,4.0,500.0,Bannerghatta Road,Biryani,Luxury Premium
Basmati Restaurant,3.8,900.0,Bellandur,Biryani,Luxury Premium
Basmati'S Briyani Nation,2.8,350.0,"Byresandra,Tavarekere,Madiwala",Biryani,Mid-Range
Basveshwara Khaanavali,2.8,250.0,Bannerghatta Road,South Indian,Budget-Friendly
Bat Chef,2.6,500.0,Indiranagar,Fast Food,Luxury Premium
Bathinda Dine,3.9,950.0,Sarjapur Road,North Indian,Luxury Premium
Bathinda Junction,3.8,600.0,Jp Nagar,North Indian,Luxury Premium
Bathinda Tandoor,2.8,300.0,Bannerghatta Road,North Indian,Budget-Friendly
Batter Splatter,3.3,350.0,Brigade Road,Bakery,Mid-Range
Bawarchi,3.0,400.0,Electronic City,North Indian,Mid-Range
Bawarchi Biryani,3.4,350.0,"Byresandra,Tavarekere,Madiwala",Biryani,Mid-Range
Bawarchi Inn,3.0,600.0,Jayanagar,North Indian,Luxury Premium
Bawarchi Khaana,3.3,600.0,Bellandur,North Indian,Luxury Premium
Bawarchi Paradise,3.5,500.0,Bannerghatta Road,North Indian,Luxury Premium
Bawarchi Restaurant,3.1,700.0,Electronic City,North Indian,Luxury Premium
Bay Root,3.7,400.0,Bannerghatta Road,North Indian,Mid-Range
Bazaar - Zone By The Park,4.0,1400.0,Electronic City,Continental,Luxury Premium
Bazaar- Zone By The Park,3.8,1100.0,Brigade Road,Continental,Luxury Premium
Bbcue Whitefield,3.5,2400.0,Whitefield,Continental,Luxury Premium
Bbq King,3.4,400.0,Brookefield,Fast Food,Mid-Range
Bbq Ride 46,3.4,200.0,Bannerghatta Road,Bbq,Budget-Friendly
Bbq@52,3.7,1500.0,Church Street,Bbq,Luxury Premium
Bbq'D - Global Grill & Brewery,4.3,1500.0,Brigade Road,Bbq,Luxury Premium
Bbxr,3.5,400.0,Brookefield,Biryani,Mid-Range
Bdbd Banashri Davangere Benne Dose Hotel,3.7,150.0,Rajajinagar,South Indian,Budget-Friendly
Beach Hut,3.5,650.0,Jayanagar,North Indian,Luxury Premium
Bean D'Er Cafe,3.4,250.0,Jp Nagar,Tamil,Budget-Friendly
Bean Flickers,4.3,700.0,Indiranagar,Cafe,Luxury Premium
Bearfoot Cafe,4.2,600.0,"Byresandra,Tavarekere,Madiwala",Cafe,Luxury Premium
